name,property_type,price,security_deposit,cleaning_fee,extra_people_fee,guests_included,minimum_nights,cancellation_policy,accommodates,bedrooms,beds,bed_type,bathrooms,country,number_of_reviews,review_scores_rating
日本人がﾎｽﾄする香港西貢のAirbnb,Apartment,353.0,0.0,50.0,150.0,1.0,1,moderate,1,2.0,2.0,Real Bed,1.0,Hong Kong,6,100.0
"LARGE LUXURY 2bed,w/King,Queen & Full, TIMES SQ",Apartment,350.0,0.0,95.0,40.0,4.0,1,strict_14_with_grace_period,6,2.0,3.0,Real Bed,1.0,United States,77,98.0
Oporto Center Spot,Apartment,60.0,0.0,10.0,10.0,2.0,2,moderate,4,1.0,1.0,Real Bed,1.0,Portugal,87,97.0
Comfortable Flat in İstanbul,Apartment,105.0,0.0,0.0,0.0,1.0,4,flexible,1,1.0,1.0,Real Bed,2.0,Turkey,0,
relaxing in Porto,Apartment,35.0,0.0,10.0,10.0,2.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Portugal,26,93.0
Sunny loft-style apartment in Place-des-Arts !,Loft,301.0,3000.0,50.0,10.0,2.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Canada,5,100.0
Hale Nui Ohana,House,343.0,0.0,424.0,25.0,8.0,5,strict_14_with_grace_period,14,4.0,4.0,Real Bed,4.0,United States,2,80.0
Charming Studio with Balcony + Garden (4 guests) 1,Apartment,55.0,0.0,5.0,15.0,2.0,2,moderate,4,1.0,2.0,Real Bed,1.0,Portugal,3,100.0
Montréal en famille ou amis,Apartment,75.0,300.0,75.0,25.0,4.0,2,strict_14_with_grace_period,4,2.0,2.0,Real Bed,1.0,Canada,21,95.0
KS RESIDENCE - Apt Completo p/ 3 pessoas,Apartment,321.0,0.0,0.0,95.0,1.0,1,moderate,3,2.0,1.0,Real Bed,2.0,Brazil,1,100.0
Auwailani Garden Apartment,Apartment,96.0,0.0,100.0,10.0,3.0,3,moderate,4,1.0,2.0,Real Bed,1.0,United States,70,98.0
The Porto Concierge - Belvedere First,Apartment,60.0,0.0,15.0,10.0,2.0,2,moderate,4,2.0,2.0,Real Bed,1.0,Portugal,121,89.0
Spacious private room close St. Barnabas Hospital,Apartment,38.0,100.0,25.0,20.0,1.0,2,moderate,2,1.0,1.0,Real Bed,1.0,United States,27,90.0
Beautiful 4 level terrace in the heart of Sydney!,House,274.0,0.0,80.0,0.0,1.0,4,moderate,7,3.0,3.0,Real Bed,2.5,Australia,3,87.0
Character renovated house close to city,House,264.0,0.0,90.0,0.0,6.0,2,moderate,6,4.0,4.0,Real Bed,1.0,Australia,56,98.0
Great location/ 1 min sub./ terrace,Apartment,99.0,500.0,0.0,10.0,2.0,3,moderate,2,1.0,1.0,Real Bed,1.0,Canada,64,98.0
Sunny & Spacious 1 Bedroom in Central Harlem!,Apartment,150.0,0.0,30.0,0.0,1.0,2,moderate,3,1.0,1.0,Real Bed,1.0,United States,38,98.0
Bright & Airy Private Room near L/JMZ trains,Apartment,54.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.5,United States,3,93.0
Old Greek Home 1+1 (Near Bosporus),House,100.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,0,
Cozy studio in front of Parc La Fonteine,Apartment,40.0,0.0,12.0,0.0,1.0,1,moderate,3,1.0,2.0,Real Bed,1.0,Canada,18,93.0
AMAZING Waikiki Skytower Condo - Close Walk to Everything! - Waikiki Sky Tower Mountain 1 BDR on the 14th Floor,Condominium,113.0,0.0,148.0,0.0,4.0,3,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,United States,1,80.0
Center of Waikiki Renovated Ocean View Condo(MS03),Condominium,148.0,0.0,124.0,0.0,1.0,2,strict_14_with_grace_period,3,0.0,1.0,Real Bed,1.0,United States,59,93.0
Clean and cosy bedroom,Apartment,84.0,0.0,0.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Turkey,0,
"In Sisli. Walking distance to Taksim,Nişantaşı.",Apartment,142.0,0.0,30.0,60.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Turkey,1,
Acogedor alojamiento en SAGRADA FAMILIA,Apartment,29.0,0.0,20.0,25.0,2.0,3,moderate,3,2.0,2.0,Real Bed,1.0,Spain,59,98.0
"Bright, beautiful room for a comfortable stay",House,53.0,0.0,10.0,0.0,1.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,47,95.0
"Casa acolhedora, 2 minutos do rio douro",House,31.0,0.0,15.0,15.0,4.0,2,moderate,5,2.0,2.0,Real Bed,1.0,Portugal,79,95.0
"Centrally located, new renovation",Apartment,903.0,0.0,120.0,0.0,1.0,3,flexible,4,2.0,2.0,Real Bed,2.0,Hong Kong,1,100.0
House Of Hawaii Dreams,Guesthouse,299.0,300.0,195.0,0.0,1.0,2,strict_14_with_grace_period,6,2.0,3.0,Real Bed,1.0,United States,60,98.0
"Modern Apartment in Kennedy Town, super convenient",Apartment,801.0,0.0,250.0,0.0,1.0,3,flexible,2,1.0,1.0,Real Bed,1.0,Hong Kong,6,92.0
Lanikai Plantation - 4 bedrooms/3 baths,House,595.0,1000.0,425.0,20.0,8.0,4,strict_14_with_grace_period,8,4.0,5.0,Real Bed,3.0,United States,2,90.0
Atico en Paseo de Gracia,Apartment,106.0,0.0,50.0,0.0,1.0,4,moderate,4,1.0,4.0,Real Bed,1.0,Spain,35,85.0
Spacious 3 BR 12ppl Beside MTR :),Apartment,1397.0,0.0,480.0,0.0,1.0,2,strict_14_with_grace_period,12,3.0,6.0,Real Bed,2.0,Hong Kong,9,96.0
Cozy Nest Stunning Bathroom Near OldPort & DT,Apartment,75.0,250.0,50.0,0.0,1.0,3,moderate,4,1.0,4.0,Real Bed,1.0,Canada,111,96.0
Bright and Breezy Bondi Beach Pad,Apartment,141.0,150.0,125.0,25.0,2.0,2,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Australia,40,82.0
"Beachside room not far from the airport,",House,73.0,0.0,25.0,15.0,1.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Australia,16,99.0
Large room in a centennial house,House,119.0,0.0,0.0,50.0,1.0,2,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Brazil,10,100.0
Cozy 2 bedroom Apt. in YMT,Apartment,589.0,0.0,150.0,60.0,4.0,1,strict_14_with_grace_period,4,2.0,3.0,Real Bed,1.0,Hong Kong,10,72.0
Modern Sunny Midtown Gem,Apartment,195.0,250.0,80.0,0.0,1.0,3,moderate,3,1.0,2.0,Real Bed,1.0,United States,14,98.0
Single Room PrivateBathroom MonthlyRental 3 單人套房月租,Apartment,181.0,0.0,0.0,0.0,1.0,28,strict_14_with_grace_period,1,0.0,1.0,Real Bed,1.0,Hong Kong,0,
*** Next To Place Des Arts ***,Condominium,250.0,250.0,75.0,35.0,2.0,1,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,Canada,16,94.0
Private Sunny Room in Bushwick,Apartment,30.0,0.0,0.0,0.0,1.0,1,flexible,1,3.0,1.0,Real Bed,1.0,United States,0,
Fabulous Beach Front Penthouse,Apartment,200.0,300.0,25.0,25.0,9.0,3,moderate,8,3.0,4.0,Real Bed,2.0,Portugal,12,100.0
For 4 or 6 - Wonderful Apartment downtown,Loft,140.0,100.0,15.0,15.0,4.0,2,strict_14_with_grace_period,6,2.0,4.0,Real Bed,2.0,Portugal,125,94.0
Happy studio,Apartment,35.0,150.0,50.0,25.0,1.0,7,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Portugal,4,100.0
"Great, light filled room with ensuite private bath",Apartment,120.0,0.0,25.0,0.0,1.0,2,moderate,2,1.0,1.0,Real Bed,1.0,United States,3,93.0
Luxury condo with free indoor parking,Condominium,94.0,0.0,63.0,0.0,1.0,31,moderate,4,0.0,1.0,Real Bed,1.0,Canada,19,96.0
Big 4 Bedroom~,Apartment,200.0,300.0,80.0,0.0,1.0,4,strict_14_with_grace_period,7,4.0,5.0,Real Bed,2.0,Spain,32,94.0
The Paddington Cottage | Sydney Eastern Suburbs,House,350.0,1000.0,200.0,0.0,1.0,2,strict_14_with_grace_period,3,3.0,0.0,Real Bed,1.0,Australia,21,98.0
5 Room Villa in Oporto Center,House,160.0,0.0,0.0,0.0,1.0,2,strict_14_with_grace_period,10,5.0,10.0,Real Bed,3.5,Portugal,3,93.0
Harbour Views from North Sydney High Street,Apartment,145.0,150.0,100.0,10.0,2.0,2,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,Australia,74,96.0
Charming Family House with Garden (6981/AL),Townhouse,55.0,0.0,20.0,0.0,1.0,1,strict_14_with_grace_period,6,3.0,4.0,Real Bed,1.0,Portugal,171,95.0
Big and luminous apartment in Little Italy,Apartment,250.0,0.0,50.0,0.0,1.0,2,moderate,5,2.0,2.0,Real Bed,1.0,Canada,18,97.0
JF Cozy Apartment Blue,Apartment,70.0,150.0,22.0,20.0,2.0,2,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,Portugal,59,97.0
Oporto Sunset Blue Balcony ❤,Apartment,75.0,0.0,10.0,10.0,2.0,2,moderate,4,1.0,3.0,Real Bed,1.0,Portugal,109,93.0
THE ROOM WITH BALCONY in CIHANGIR + FREE WIFI,Apartment,237.0,0.0,0.0,0.0,1.0,2,strict_14_with_grace_period,1,0.0,1.0,Real Bed,1.0,Turkey,0,
近大学24小时安保豪华公寓长短租,Apartment,105.0,0.0,0.0,0.0,1.0,180,flexible,3,1.0,1.0,Real Bed,1.0,Canada,0,
Renovated 20min train to enter city 5min to subway,Townhouse,41.0,199.0,0.0,15.0,1.0,2,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,United States,90,97.0
Luxury Retreat On Maunalani Heights Honolulu,Bungalow,180.0,0.0,0.0,0.0,1.0,1,flexible,4,0.0,2.0,Real Bed,1.0,United States,102,98.0
Private room between Bondi Beach and Junction,Apartment,50.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,Australia,2,60.0
IDEALLY LOCATED COZY COTTAGE,Guesthouse,95.0,100.0,15.0,20.0,2.0,1,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,United States,232,97.0
D5.Cozy Private Room for 4 Guest(Private Bathroom),Hotel,2002.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Hong Kong,13,95.0
Spacious cozy apartment in Little Burgundy,Apartment,90.0,300.0,60.0,25.0,2.0,2,moderate,3,1.0,1.0,Real Bed,1.0,Canada,74,99.0
Cosy Double Room in a bright flat!,Apartment,70.0,200.0,35.0,10.0,1.0,2,moderate,2,1.0,1.0,Real Bed,2.0,Spain,8,93.0
FURNISHED BACHELOR APARTMENT,Apartment,60.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Canada,33,91.0
Newly renovated home,House,75.0,0.0,0.0,0.0,1.0,4,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.5,Australia,7,97.0
Beach House Manly Apartment 4,Apartment,195.0,200.0,60.0,20.0,4.0,1,strict_14_with_grace_period,5,2.0,2.0,Real Bed,1.0,Australia,12,80.0
Room with balcony,Apartment,40.0,0.0,10.0,15.0,1.0,3,moderate,2,1.0,1.0,Real Bed,1.0,Spain,13,89.0
The Porto Concierge - Horus House,Apartment,50.0,0.0,20.0,0.0,1.0,2,moderate,4,2.0,3.0,Real Bed,1.5,Portugal,30,88.0
"Clean, bright & cozy bedroom /w convenient parking",Apartment,50.0,0.0,6.0,0.0,1.0,1,moderate,1,1.0,1.0,Real Bed,1.0,Canada,9,96.0
Double room in Poble sec,Apartment,25.0,89.0,10.0,15.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Spain,42,86.0
East Village Renovated Apartment,Apartment,60.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Airbed,1.0,United States,4,100.0
One-Bedroom Apartment with Balcony,Condominium,75.0,0.0,20.0,15.0,2.0,1,strict_14_with_grace_period,4,1.0,3.0,Real Bed,1.0,Spain,8,80.0
Bedroom in a Cozy Apartment,Apartment,51.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,United States,20,91.0
High Floor-Ocean View! 2 Bed/2 Ba/1 Pkg WBT#2302,Condominium,551.0,0.0,329.0,0.0,1.0,3,super_strict_30,6,2.0,4.0,Real Bed,2.0,United States,9,98.0
Cosy Terrace Studio,Apartment,35.0,150.0,15.0,5.0,1.0,1,moderate,2,0.0,1.0,Real Bed,1.0,Portugal,55,93.0
kiralık oda,Casa particular (Cuba),47.0,0.0,50.0,50.0,3.0,7,flexible,3,0.0,1.0,Real Bed,1.0,Turkey,0,
Sunny & Budget Friendly,Townhouse,32.0,110.0,33.0,10.0,1.0,5,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,78,95.0
Room in a historical apartment in Beyoglu.,Serviced apartment,111.0,0.0,0.0,119.0,2.0,3,moderate,2,1.0,1.0,Real Bed,1.0,Turkey,2,100.0
The Cov @ Marrickville (the Brooklyn of Sydney),House,200.0,500.0,120.0,0.0,1.0,2,moderate,4,2.0,2.0,Real Bed,1.0,Australia,24,94.0
Spacious studio in tranquil environment,Apartment,589.0,0.0,200.0,0.0,1.0,2,moderate,2,0.0,1.0,Real Bed,1.0,Hong Kong,3,100.0
Central location,Apartment,221.0,0.0,0.0,0.0,1.0,30,flexible,5,4.0,5.0,Real Bed,1.5,Turkey,0,
★ Luxury Loft | Pool | Gym | Spotless ★,Apartment,60.0,500.0,70.0,0.0,1.0,2,moderate,2,0.0,1.0,Real Bed,1.0,Canada,37,97.0
"Fantastic Studio, Heart of Central",Apartment,848.0,1000.0,150.0,0.0,1.0,2,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,Hong Kong,147,94.0
Cozy basement with 2 bedrooms for 4 people in NDG,House,74.0,0.0,54.0,21.0,4.0,2,moderate,5,2.0,3.0,Real Bed,1.0,Canada,53,97.0
TPC - Ribeira Marchands d’Or Apartment,Apartment,60.0,0.0,15.0,15.0,2.0,2,moderate,3,1.0,2.0,Real Bed,1.0,Portugal,77,85.0
Belo Apartamento no centro do Porto.,Apartment,100.0,0.0,0.0,0.0,1.0,5,flexible,6,3.0,5.0,Real Bed,1.0,Portugal,0,
Waikiki Studio with Kitchenette 5 min to beach,Apartment,80.0,100.0,80.0,0.0,1.0,1,moderate,2,0.0,1.0,Real Bed,1.0,United States,110,97.0
❤ of NYC | Walk + Transit Score 100 | King Bed,Apartment,170.0,200.0,100.0,35.0,2.0,2,strict_14_with_grace_period,3,0.0,2.0,Real Bed,1.0,United States,58,97.0
"Bright, airy comfortable 1-bedroom apartment",Apartment,801.0,0.0,196.0,769.0,1.0,2,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Hong Kong,5,90.0
Private Room in tranquil Mongkok apartment,Apartment,353.0,0.0,40.0,0.0,2.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Hong Kong,23,99.0
Amazing Gardens in Oceanfront Resort 8202,Townhouse,159.0,150.0,150.0,50.0,5.0,5,strict_14_with_grace_period,5,2.0,4.0,Real Bed,2.0,United States,38,95.0
"GIANT! Perfect for families, in the center of NYC",Apartment,399.0,0.0,200.0,0.0,1.0,5,moderate,5,2.0,4.0,Real Bed,2.0,United States,33,99.0
"Double sized room with king bed, perfect location",Townhouse,63.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.5,Australia,3,100.0
Perfect Apartment 4-6 persons,Condominium,850.0,600.0,150.0,150.0,6.0,1,strict_14_with_grace_period,6,2.0,5.0,Real Bed,3.0,Brazil,13,98.0
Family Outdoor Hammock Camping Cabana,Hut,68.0,0.0,0.0,0.0,3.0,1,strict_14_with_grace_period,3,1.0,3.0,Real Bed,2.0,United States,4,95.0
Akin YellowHouse 2nd floor twin room good location,Apartment,142.0,0.0,0.0,0.0,1.0,2,moderate,2,1.0,2.0,Real Bed,1.0,Turkey,0,
Hawaii - West Oahu - 3-Bedroom Home,House,168.0,0.0,225.0,25.0,6.0,2,strict_14_with_grace_period,6,3.0,3.0,Real Bed,2.0,United States,122,97.0
Brand new Poble Sec design flat next to Montjuïc,Apartment,15.0,0.0,130.0,0.0,4.0,6,moderate,4,2.0,2.0,Real Bed,1.0,Spain,4,90.0
Cozy and convenient home near Time Square HK,Apartment,1499.0,1000.0,450.0,150.0,6.0,2,strict_14_with_grace_period,8,3.0,6.0,Real Bed,1.0,Hong Kong,47,89.0
Club Cliff for a great beach vacation.,Townhouse,600.0,0.0,200.0,10.0,1.0,5,flexible,6,3.0,3.0,Real Bed,2.5,Australia,2,100.0
450sf entire place in Kennedy Town,Apartment,400.0,0.0,0.0,0.0,1.0,3,flexible,2,1.0,1.0,Real Bed,1.0,Hong Kong,39,94.0
MongkoK MTR:Family Hotel for 4 ppl,Hotel,447.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Hong Kong,28,83.0
Air conditioned townhouse with furnished room!!,Townhouse,85.0,0.0,25.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.5,United States,91,100.0
we hospitable.we want to learn englsh.mywife and i,Apartment,26.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.5,Turkey,4,87.0
Cebu Hotel Deluxe Single Room #3 Ensuite Bathroom,Guesthouse,196.0,0.0,39.0,0.0,1.0,1,strict_14_with_grace_period,1,0.0,1.0,Real Bed,1.0,Hong Kong,34,85.0
Nautical Nest,House,120.0,0.0,100.0,25.0,3.0,2,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,United States,54,99.0
"1BR condo, full kitchen, Lanai, value in Kapaa",Condominium,129.0,0.0,120.0,0.0,1.0,3,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,20,92.0
Single private room(Gray),Apartment,63.0,0.0,0.0,30.0,1.0,10,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,Turkey,20,95.0
Waikiki Residents,Condominium,95.0,300.0,100.0,0.0,1.0,7,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,1,
Complete Kitchen Remodel in this 1bd/1ba garden view condo in South Kihei at the Kihei Akahi. D-208,Condominium,239.0,0.0,200.0,0.0,2.0,5,super_strict_60,2,1.0,1.0,Real Bed,1.0,United States,2,100.0
OPORTO Home Sweet Home,Apartment,65.0,150.0,20.0,100.0,2.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Portugal,24,92.0
Spacious 1 Bed in the heart of Manhattan,Apartment,196.0,0.0,110.0,0.0,1.0,2,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,United States,11,85.0
SYDNEY! Great Stay For Holiday,House,43.0,0.0,0.0,15.0,2.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,0.5,Australia,45,93.0
Suíte na Barra-Jeunesse,Boutique hotel,86.0,0.0,70.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Brazil,3,100.0
Ala Moana Hotel 1616 Studio City/Ocean View - 1K,Apartment,316.0,0.0,125.0,0.0,2.0,1,super_strict_30,2,0.0,1.0,Real Bed,1.0,United States,2,90.0
"Double room, livingroom and terrace",Apartment,25.0,100.0,30.0,15.0,1.0,15,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,6,100.0
Beautiful Apartment near Bondi Junction,Apartment,50.0,0.0,0.0,0.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Australia,1,80.0
Pedro Cem Apartment With Free Parking and Terrace.,Apartment,65.0,500.0,0.0,10.0,4.0,2,moderate,6,2.0,5.0,Real Bed,1.0,Portugal,96,94.0
Luminous Vintage Room near Plaza España,Apartment,25.0,0.0,4.0,20.0,2.0,2,strict_14_with_grace_period,2,1.0,2.0,Real Bed,1.0,Spain,87,91.0
Cosy Studio / pool / barbecue / sunny lounge,Apartment,60.0,0.0,30.0,15.0,2.0,2,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Portugal,25,96.0
Liiiving in Porto | Foz Terrace Studio,Apartment,100.0,150.0,30.0,25.0,2.0,3,moderate,3,1.0,2.0,Real Bed,1.0,Portugal,4,95.0
Cozy Efficiency Studio on Best West Chelsea Block!,Apartment,149.0,300.0,75.0,0.0,1.0,30,strict_14_with_grace_period,2,0.0,1.0,Real Bed,1.0,United States,1,60.0
The Porto Concierge -  Lodeiro Country House,House,300.0,0.0,40.0,0.0,1.0,7,moderate,12,5.0,7.0,Real Bed,4.0,Portugal,10,82.0
VayCay with Southern Comfort and the Aloha Spirit,House,280.0,300.0,275.0,10.0,6.0,7,moderate,8,4.0,6.0,Real Bed,2.5,United States,11,80.0
Private room with a Sea view House. Old city area,Apartment,121.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,2.0,Real Bed,1.0,Turkey,0,
Huge private bedroom in the heart of Manhattan,Apartment,72.0,100.0,20.0,0.0,2.0,2,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,United States,41,100.0
[NEW] West Village Dream Home!,Apartment,325.0,0.0,125.0,0.0,1.0,3,strict_14_with_grace_period,6,2.0,4.0,Real Bed,1.0,United States,37,92.0
Family Espinho Porto Guesthouse - Silva.,House,70.0,100.0,10.0,0.0,1.0,1,moderate,2,1.0,1.0,Real Bed,3.0,Portugal,0,
Sunny Modern Bedroom 30 seconds from Subway!,Apartment,100.0,300.0,50.0,0.0,1.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,13,97.0
Kutu gibi Ev,Apartment,47.0,0.0,30.0,30.0,2.0,1,flexible,1,0.0,1.0,Real Bed,1.0,Turkey,3,100.0
Chambre double- à deux pas du métro,Apartment,23.0,0.0,0.0,0.0,1.0,1,flexible,2,1.0,1.0,Real Bed,2.0,Canada,3,93.0
KONA COUNTRY CLUB VILLAS,Barn,135.0,250.0,175.0,50.0,5.0,7,strict_14_with_grace_period,4,2.0,3.0,Real Bed,2.0,United States,19,98.0
JFK 10 & LGA 15 MINUTES AWAY A/C PRIVATE BEDROOM B,House,50.0,0.0,0.0,0.0,1.0,1,strict_14_with_grace_period,1,1.0,1.0,Real Bed,1.0,United States,106,97.0
A beach break AND a lake!,Apartment,300.0,200.0,75.0,0.0,1.0,3,strict_14_with_grace_period,4,2.0,1.0,Real Bed,1.0,Australia,4,85.0
Oceanfront penthouse with private pool in Copacabana!,Apartment,1250.0,1689.0,253.0,0.0,6.0,1,super_strict_60,6,3.0,3.0,Real Bed,2.0,Brazil,34,81.0
Vintage House For Rent,House,79.0,0.0,0.0,0.0,1.0,10,flexible,2,1.0,1.0,Real Bed,1.0,Turkey,0,
MP Room for 2 persons bunk bed in shared apartment,Apartment,32.0,0.0,20.0,20.0,2.0,3,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Spain,13,77.0
"Room in Duplex, 5 minutes from beach.",Condominium,29.0,0.0,17.0,10.0,2.0,1,moderate,2,1.0,1.0,Real Bed,1.0,Portugal,23,98.0
Jolly Bolhão,Apartment,30.0,0.0,25.0,10.0,2.0,2,moderate,4,1.0,2.0,Real Bed,1.0,Portugal,86,94.0
Hong Kong City CBD Hung Hom Apartment紅磡 民宿公寓:),Apartment,683.0,2000.0,380.0,160.0,2.0,3,strict_14_with_grace_period,4,1.0,2.0,Real Bed,1.0,Hong Kong,44,93.0
CL Ildefonso I Apartment,Apartment,75.0,1000.0,35.0,5.0,2.0,2,strict_14_with_grace_period,4,1.0,1.0,Real Bed,1.0,Portugal,39,99.0
"Beautiful, Comfortable Apt. in Convenient Location",House,110.0,0.0,79.0,15.0,4.0,2,moderate,6,2.0,3.0,Real Bed,1.0,United States,65,96.0
Condo familiale 4 chambres près du centre-ville !,Apartment,170.0,0.0,0.0,10.0,1.0,7,strict_14_with_grace_period,6,4.0,4.0,Real Bed,1.5,Canada,14,100.0
"1 Bed 1Hall 1Bath &Kitchen ,14th floor Parramatta",Apartment,94.0,200.0,20.0,20.0,2.0,1,flexible,2,1.0,2.0,Real Bed,1.0,Australia,0,
Pacific Shores-Ocean View Top Floor-A/C All Rooms,Apartment,194.0,200.0,150.0,0.0,1.0,3,strict_14_with_grace_period,6,2.0,2.0,Real Bed,2.0,United States,102,99.0
Kolea Resort at Waikoloa Beach,Condominium,500.0,0.0,0.0,0.0,1.0,4,strict_14_with_grace_period,9,3.0,5.0,Real Bed,3.0,United States,6,100.0
Baixa 24 - Room 3,Apartment,34.0,0.0,5.0,15.0,2.0,1,moderate,4,1.0,2.0,Real Bed,1.0,Portugal,91,90.0
46E Tanford Western Style 2 bedroom apartment,Apartment,848.0,8000.0,0.0,0.0,1.0,28,strict_14_with_grace_period,4,2.0,2.0,Real Bed,1.0,Hong Kong,0,
H MERIDIANA 1,Apartment,19.0,100.0,20.0,15.0,1.0,32,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,0,
Stunning vintage room with AC (old town),Apartment,65.0,0.0,10.0,0.0,1.0,1,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Spain,202,97.0
Habitación en Villa Olímpica,Apartment,30.0,0.0,12.0,20.0,1.0,2,flexible,2,1.0,1.0,Real Bed,1.0,Spain,92,98.0
Wonderful double-room centrally located,Apartment,26.0,100.0,20.0,18.0,1.0,2,moderate,2,1.0,1.0,Real Bed,1.0,Spain,32,94.0
Maui Sunset large one bedroom condo sleeps 4. A-206,Condominium,256.0,0.0,200.0,0.0,4.0,5,super_strict_60,4,1.0,1.0,Real Bed,2.0,United States,0,
Newly renovated cosy apartment with parking,Apartment,115.0,500.0,80.0,10.0,1.0,7,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,Australia,9,83.0
"Waipio Valley Nanea, Private Deck & Ocean Views",Guest suite,155.0,0.0,45.0,50.0,2.0,2,strict_14_with_grace_period,2,1.0,1.0,Real Bed,1.0,United States,50,99.0
Clérigos Apartments - Apt. 4E for 2/3 Pax,Loft,65.0,0.0,15.0,0.0,2.0,2,strict_14_with_grace_period,3,1.0,3.0,Real Bed,1.0,Portugal,83,96.0
Conduit Rd Luxury Mid-Levels Apt,Apartment,1499.0,2000.0,500.0,0.0,1.0,3,strict_14_with_grace_period,3,1.0,1.0,Real Bed,1.0,Hong Kong,1,
Huge Brooklyn Loft in the Heart of Williamsburg!,Apartment,250.0,500.0,50.0,15.0,4.0,6,strict_14_with_grace_period,4,2.0,3.0,Real Bed,1.0,United States,1,100.0
Small & Cozy Bedroom,Apartment,20.0,0.0,10.0,0.0,1.0,2,strict_14_with_grace_period,2,0.0,1.0,Real Bed,2.0,Portugal,14,89.0
1 Bed Apartment with oceans views near Manly,Apartment,129.0,0.0,60.0,25.0,2.0,3,strict_14_with_grace_period,3,1.0,2.0,Real Bed,1.0,Australia,8,89.0
"Downtown Penthouse, 2 Bedrooms 2 bathrooms",Apartment,83.0,150.0,65.0,35.0,3.0,2,moderate,4,2.0,2.0,Real Bed,2.0,Canada,40,96.0
Sublet: $490/Wk,Apartment,80.0,0.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,United States,1,20.0
Cozy bedroom on Wall Street,Apartment,40.0,200.0,0.0,0.0,1.0,1,flexible,1,1.0,1.0,Real Bed,1.0,United States,0,
"Charming spacious two bedroom home, Hochelaga MTL",Townhouse,130.0,0.0,25.0,15.0,2.0,6,strict_14_with_grace_period,6,2.0,3.0,Real Bed,2.0,Canada,0,
